ticker,year,mean_return_daily,median_return_daily,volatility_daily,annual_return,mean_close,mean_volume,total_volume,trading_days,sector,industry,marketcap,ev,tobins_q_proxy,roe,roa,der,revenueGrowth,earningsGrowth,beta,is_financial,is_sharia,const
ADHI,2020,-0.00019592208200629903,0.0,0.03514616221563112,0.3526417091713985,673.1558264462809,30168821.785123967,7300854872.0,242,Industrials,Engineering & Construction,1261141360640,9343310233600.0,0.41764233,-0.82901,-0.01937,247.473,-0.011,485.887,0.273,False,1,1
ADHI,2021,-0.0023439396101135007,-0.004358964178394764,0.03192125516781416,-0.4440984940984941,988.1075303643725,29476674.53036437,7280738609.0,247,Industrials,Engineering & Construction,1261141360640,9343310233600.0,0.41764233,-0.82901,-0.01937,247.473,-0.011,485.887,0.273,False,1,1
ADHI,2022,-0.0021806094406148185,0.0,0.024894367471219564,-0.4254510921177588,669.0339837398374,18447648.752032522,4538121593.0,246,Industrials,Engineering & Construction,1261141360640,9343310233600.0,0.41764233,-0.82901,-0.01937,247.473,-0.011,485.887,0.273,False,1,1
ADHI,2023,-0.0019127384782830583,-0.004454350349380576,0.0267237479039846,-0.3553719008264463,428.510460251046,20470320.083682008,4892406500.0,239,Industrials,Engineering & Construction,1261141360640,9343310233600.0,0.41764233,-0.82901,-0.01937,247.473,-0.011,485.887,0.273,False,1,1
ADHI,2024,-0.0026568681560174092,-0.00630916919326463,0.02716948458795038,-0.33333333333333337,268.51476793248946,38385353.164556965,9097328700.0,237,Industrials,Engineering & Construction,1261141360640,9343310233600.0,0.41764233,-0.82901,-0.01937,247.473,-0.011,485.887,0.273,False,1,1
ADHI,2025,0.000289266434367663,-0.006995173528313359,0.030631423230925648,0.17543859649122817,246.58898305084745,34238201.69491526,8080215600.0,236,Industrials,Engineering & Construction,1261141360640,9343310233600.0,0.41764233,-0.82901,-0.01937,247.473,-0.011,485.887,0.273,False,1,1
ADHI,2026,-0.0054876681926763924,-0.006006024060211779,0.02947406529777113,-0.44852941176470584,205.11111111111111,12052640.17094017,1410158900.0,117,Industrials,Engineering & Construction,1261141360640,9343310233600.0,0.41764233,-0.82901,-0.01937,247.473,-0.011,485.887,0.273,False,1,1
ADRO,2010,0.0016696980288266933,0.0,0.0235616410316502,0.47636841947923836,396.8964081632653,81290887.77959184,19916267506.0,244,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2011,-0.0012170131221140863,0.0,0.02711709433033807,-0.3250332966587527,433.59214574898783,58848117.408906884,14535485000.0,247,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2012,6.2536348719625e-05,0.0,0.02221194710185341,-0.0517687661777394,324.2676829268293,38546754.07723577,9482501503.0,246,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2013,-0.0018622054570786553,0.0,0.027862499101040484,-0.35684589800443456,238.58159836065576,51010524.63114754,12446568010.0,244,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2014,-2.1684963019069045e-05,0.0,0.025616533570656463,0.0020384649472657834,237.56053278688523,60107192.21311475,14666154900.0,244,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2015,-0.0026626234870719707,-0.00502594717907634,0.029753507736378977,-0.4784627631346188,166.75930612244898,46144717.551020406,11305455800.0,245,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2016,0.005003770676195123,0.002950033858315937,0.03253648937841349,2.5630304101838757,236.05971544715447,54014944.30894309,13287676300.0,246,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2017,0.0005456157201095566,0.0,0.020938811044557137,0.134226522763925,417.8551968503937,31135622.83464567,7908448200.0,254,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2018,-0.0006565135563402203,0.0,0.02606134781416639,-0.30355463195887566,472.24478927203063,62936959.00383142,16426546300.0,261,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2019,0.0010088239566099608,0.0,0.025434547256110274,0.3385891073559897,355.53634241245135,54077501.16731518,13897917800.0,257,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2020,0.0004505692320733382,0.0,0.03376696177154573,0.0397334830254068,341.0811570247934,80688623.55371901,19526646900.0,242,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2021,0.002140894961504397,0.0,0.025301897263685525,0.7546429807359556,439.8830769230769,115495983.40080972,28527507900.0,247,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2022,0.002123307949335199,0.0,0.02750266064822098,0.6993296800689042,1127.979674796748,119919654.47154471,29500235000.0,246,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2023,-0.00096144698379429,0.0,0.023184579899002643,-0.20336511910459854,1079.039581589958,60091664.43514644,14361907800.0,239,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2024,0.0027367275064348467,0.0,0.02215716527989173,0.744228577486814,1503.3464135021095,73077781.43459916,17319434200.0,237,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2025,-0.000607152433051965,-0.002617518078860126,0.025031129864143437,-0.16092026718689934,1635.9517796610169,94504167.37288135,22302983500.0,236,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ADRO,2026,0.0023102572206545233,0.0,0.024946945487300975,0.30315698428715576,2267.4029059829063,106833944.44444445,12499571500.0,117,Energy,Thermal Coal,65089113686016,65088715227136.0,13294.117,0.10256,0.05422,19.536,0.234,0.748,-0.285,False,1,1
ALTO,2012,-0.0010828284279189584,0.0,0.022201823165363534,0.0,332.93252173913044,1947299.2869565217,223939418.0,114,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2013,0.001791401883117861,0.0,0.026252963420955025,0.8272744758607424,570.6254918032787,8067558.331967213,1968484233.0,244,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2014,-0.001350111870660816,0.0,0.015329211454592354,-0.38245614035087716,455.71311475409834,1701693.0327868853,415213100.0,244,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2015,-0.0002054509048703218,0.0,0.015633354697071604,-0.07670454545454541,339.3265306122449,743205.7142857143,182085400.0,245,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2016,6.206289484060319e-05,0.0,0.007452843607920576,0.003039513677811634,328.1585365853659,242734.55284552847,59712700.0,246,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2017,0.002251308339288756,0.0,0.028939636665551785,0.17575757575757578,343.1417322834646,4274609.842519685,1085750900.0,254,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2018,0.000533155432621391,0.0,0.021172914996263174,0.030927835051546282,386.176245210728,7171521.072796935,1871767000.0,261,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2019,0.00013506954907964116,0.0,0.012972955541281136,-0.0050000000000000044,388.03891050583655,1054698.832684825,271057600.0,257,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2020,-0.0020110570199207618,0.0,0.028130133013518934,-0.22613065326633164,358.7685950413223,1832731.4049586777,443521000.0,242,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2021,-0.001328573397516025,0.0,0.03184639686051797,-0.09090909090909094,324.47773279352225,35048.582995951416,8657000.0,247,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2022,-0.0054876681926763924,-0.005221943981151611,0.03521369637359639,-0.6683060732428538,189.890243902439,699992.6829268293,172198200.0,246,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2023,0.0,0.0,0.0,0.0,50.0,73753.97489539749,17627200.0,239,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2024,-0.0025366030469010947,0.0,0.043190001480994805,-0.6683060732428538,23.088607594936708,337526.1603375527,79993700.0,237,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2025,0.0010886793289230838,0.0,0.03217720804734342,0.19999999999999996,17.33050847457627,164262.71186440677,38766000.0,236,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ALTO,2026,0.0,0.0,0.0,0.0,18.0,0.0,0.0,119,Consumer Defensive,Beverages - Non-Alcoholic,39453667328,609944600576.0,0.13290901,-0.13365,-0.02279,191.36,-0.821,,0.03,False,1,1
ANTM,2010,0.0009863231499577106,0.0,0.01961772820553187,0.3915527209323666,1640.803918367347,11767814.448979592,2883114540.0,244,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2011,9.118840431125545e-05,0.0,0.0014331382679161665,0.022779105872008154,1839.7876518218623,0.0,0.0,247,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2012,-0.0003270062528682811,0.0,0.007847545817042556,-0.5849551340605018,1586.4163414634145,2686262.4308943087,660820558.0,246,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2013,-0.0005606627289132369,0.0,0.026109467287593367,-0.1498859969349996,812.7059836065574,19511188.06557377,4760729888.0,244,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2014,-0.00013770887335472193,0.0,0.019159358489124777,-0.0058871385252569075,686.9283196721312,30262120.102459017,7383957305.0,244,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2015,-0.0050667776627356335,-0.005642267584295979,0.025692680077206587,-0.6422776556221094,437.6962857142857,50104779.10204082,12275670880.0,245,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2016,0.0035213530588237394,0.0,0.024852219117515277,2.023608238150913,506.2036585365854,115407386.17886178,28390217000.0,246,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2017,-0.0016225657116006127,0.0,0.020055059363650474,-0.30167016166213056,534.1596850393701,38106878.34645669,9679147100.0,254,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2018,0.0003810497731031239,0.0,0.02525748700831447,0.22659993610904072,612.3444061302682,68973175.47892721,18001998800.0,261,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2019,0.00042551034158917186,0.0,0.026193080308792204,0.11603437798419991,685.1711240310077,92328342.63565892,23820712400.0,258,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2020,0.0021056784223203685,0.0,0.035242012398461,1.3142754908366783,607.667520661157,186229014.04958677,45067421400.0,242,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2021,-0.0006255624756590948,-0.003979435448432156,0.031585242002178195,0.03486555675007863,1882.3821052631579,256670068.82591093,63397507000.0,247,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2022,-0.0008457002448769234,-0.0028522196756903817,0.02918282600169556,-0.138355408388521,1641.84743902439,130888651.62601626,32198608300.0,246,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2023,-0.00046736438665141575,0.0,0.016519050346639592,-0.10342502696871625,1556.0552301255232,51443516.31799163,12295000400.0,239,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2024,-7.968280039739948e-05,0.0,0.0233497829161822,-0.047316414002786855,1280.46776371308,69627137.55274262,16501631600.0,237,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2025,0.003766038592460697,0.003431232234969883,0.0316933800266254,1.1403549709052192,2405.6081355932206,150442109.7457627,35504337900.0,236,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ANTM,2026,-0.00023287327011627386,0.0,0.037589384117621756,-0.12742590642395069,3412.4277777777775,177387889.74358973,20754383100.0,117,Basic Materials,Gold,62720296615936,61323266228224.0,1.6145465,0.24687,0.108459994,21.609,0.121,0.599,0.717,False,1,1
ASII,2010,0.0018687107427039391,0.0,0.021844946888889546,0.5865730542785239,2303.8395102040818,37099983.18367347,9089495880.0,244,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2011,0.0015838120628022061,0.0013559896447734587,0.02206670858285603,0.39903757851816457,3130.3343319838054,42108400.8097166,10400775000.0,247,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2012,0.00022411202292330992,0.0,0.017487587562328547,0.060980818104166445,3786.7024390243905,35164276.7601626,8650412083.0,246,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2013,-0.00040055489194517225,0.0,0.02409156877085539,-0.06524454113286593,3740.0063934426225,21985480.463114753,5364457233.0,244,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2014,0.0004843558068004289,0.0,0.017418242794876037,0.10115990079830484,3995.65631147541,33123943.475409836,8082242208.0,244,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2015,-0.0007301743016071311,0.0,0.023436044587489088,-0.16240919297318723,3957.7070204081633,31292920.408163264,7666765500.0,245,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2016,0.0014186859799636233,0.0,0.020703041226097247,0.43616239605323015,4331.934105691057,36070049.18699187,8873232100.0,246,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2017,8.932476169537911e-05,0.0,0.013514261476724226,0.022947830888921272,4987.51909448819,28134627.952755906,7146195500.0,254,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2018,6.693721929736102e-05,0.0,0.018475219784841714,0.01762411804983577,4639.076858237549,27799976.24521073,7255793800.0,261,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2019,-0.0005531221219417763,0.0,0.01618245025948742,-0.13251094620027892,4542.276420233463,29775177.821011674,7652220700.0,257,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2020,-0.00034465474590199827,0.0,0.029418822343049156,-0.0899066986729472,3389.6844214876032,49146361.57024793,11893419500.0,242,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2021,-0.0001278538815469026,0.0,0.019903545228436695,-0.06221536105043346,3748.7667611336033,48661789.87854251,12019462100.0,247,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2022,0.0001606538408016214,0.0,0.017512967880717926,0.03577154282996631,4469.171666666666,49656236.99186992,12215434300.0,246,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2023,0.0003969155184007006,0.0,0.014111163998098149,0.09950800206377464,4651.715188284518,45187897.48953975,10799907500.0,239,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2024,-0.00015325489653520986,0.0,0.016316539568450503,-0.04412975648404083,4183.524936708861,62983113.92405064,14926998000.0,237,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2025,0.0017498262785819857,0.0,0.018265717980878143,0.4699553801902794,4873.87906779661,42108599.152542375,9937629400.0,236,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
ASII,2026,-0.00261812634326105,-0.004055376111214315,0.029775366382746755,-0.28937225307616843,5810.916837606837,57220660.68376068,6694817300.0,117,Industrials,Conglomerates,184293557010432,307585458634752.0,0.791758,0.13245,0.04541,39.859,-0.056,-0.146,-0.021,False,1,1
BALI,2014,0.0027324233929621627,0.0,0.03210069448593908,2.5584270801662106,346.42688775510203,239456.6326530612,46933500.0,195,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2015,0.0028061948533459153,0.0,0.028771405191304136,1.1190225285523052,494.02751020408164,70302.04081632652,17224000.0,245,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2016,0.0007248193346669469,0.0,0.021288600047776073,0.22092554212510263,783.1332217573222,41049.37238493724,9810800.0,239,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2017,0.0012058554906418794,0.0,0.014157349656834134,0.4571522967553774,1059.5431225296443,323541.8972332016,81856100.0,253,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2018,7.440167673733626e-05,0.0,0.010342184380590022,0.019608609649500064,1316.8378927203066,300313.40996168583,78381800.0,261,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2019,-0.0004874662231568638,0.0,0.0298333024350455,-0.301285934468718,1225.6154085603112,1059584.046692607,272313100.0,257,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2020,0.00040167532675468076,0.0,0.041008193063212725,-0.11111554155535175,721.1764049586777,59550.413223140495,14411200.0,242,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2021,3.667507626458665e-05,0.0,0.03095509521281232,0.20468985185772004,618.2977327935223,1818189.4736842106,449092800.0,247,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2022,-5.953230278552515e-05,0.0,0.02353355058268163,0.019710695695226876,744.5287804878049,469476.42276422767,115491200.0,246,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2023,-8.879619015640051e-05,0.0,0.025450516305402245,0.06888809300787924,734.9201673640168,177170.71129707113,42343800.0,239,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2024,0.0015550626789063845,0.0,0.034000937625743355,1.229197953352382,1003.4498312236286,469935.864978903,111374800.0,237,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2025,-0.0009439347047192814,0.0,0.0352761919069507,0.061191396003243304,1389.560211864407,97902.1186440678,23104900.0,236,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BALI,2026,-0.0036976541814189223,-0.008064559836729934,0.03125372419105644,-0.27941176470588236,1335.3418803418804,53364.10256410256,6243600.0,117,Communication Services,Telecom Services,4819876052992,7921626251264.0,1.918457,0.07205,0.05486,133.236,0.005,0.061,-0.283,False,1,1
BKSL,2010,0.0,0.0,0.0,0.0,432.98,0.0,0.0,244,Real Estate,Real Estate - Development,9559407067136,12272557621248.0,0.62589216,0.05546,0.03255,23.388,0.293,40.152,-0.087,False,1,1
BKSL,2011,0.0,0.0,0.0,0.0,432.98,0.0,0.0,247,Real Estate,Real Estate - Development,9559407067136,12272557621248.0,0.62589216,0.05546,0.03255,23.388,0.293,40.152,-0.087,False,1,1
BKSL,2012,0.0,0.0,0.0,0.0,432.98,0.0,0.0,246,Real Estate,Real Estate - Development,9559407067136,12272557621248.0,0.62589216,0.05546,0.03255,23.388,0.293,40.152,-0.087,False,1,1
BKSL,2013,0.0,0.0,0.0,0.0,432.98,0.0,0.0,244,Real Estate,Real Estate - Development,9559407067136,12272557621248.0,0.62589216,0.05546,0.03255,23.388,0.293,40.152,-0.087,False,1,1
BKSL,2014,0.0004829344108543373,0.0,0.014541130311668014,-0.6683060732428538,383.72754098360656,23244253.655737706,5671597892.0,244,Real Estate,Real Estate - Development,9559407067136,12272557621248.0,0.62589216,0.05546,0.03255,23.388,0.293,40.152,-0.087,False,1,1
BKSL,2015,-0.002798066536821568,0.0,0.029288779937550146,-0.47099395313681025,89.85,82299068.24081632,20163271719.0,245,Real Estate,Real Estate - Development,9559407067136,12272557621248.0,0.62589216,0.05546,0.03255,23.388,0.293,40.152,-0.087,False,1,1
BKSL,2016,0.0,0.0,0.0,0.0,55.99,0.0,0.0,246,Real Estate,Real Estate - Development,9559407067136,12272557621248.0,0.62589216,0.05546,0.03255,23.388,0.293,40.152,-0.087,False,1,1
BKSL,2017,0.0,0.0,0.0,0.0,55.99,0.0,0.0,254,Real Estate,Real Estate - Development,9559407067136,12272557621248.0,0.62589216,0.05546,0.03255,23.388,0.293,40.152,-0.087,False,1,1
